Playlist_ID,Track_ID
33,1091
33,2191
33,960
33,1802
34,1056
34,694
34,41
34,1335
34,2046
34,521
34,1707
35,205
35,1964
35,1704
35,1663
35,1725
35,1524
35,1150
35,1573
35,1851
35,610
35,2066
36,1930
36,728
36,296
36,378
36,1067
36,1972
36,1274
36,2011
36,225
36,1109
36,459
36,1176
36,1296
36,1000
36,179
36,1757
36,1958
37,2130
37,947
37,253
37,378
37,752
37,698
37,1306
37,1658
37,612
37,403
38,252
38,895
38,898
38,467
38,127
38,1361
38,276
38,1142
38,908
38,934
38,857
38,1067
38,551
38,1496
39,1647
39,1184
39,652
39,2189
39,2024
39,1170
39,484
39,1445
39,1366
40,545
40,1167
40,143
40,1031
40,183
40,1686
40,1633
40,1133
40,1682
40,481
40,816
40,1083
40,1484
40,242
40,1714
40,1963
40,252
40,654
40,310
41,2229
41,2122
41,1473
41,979
41,253
41,2162
41,1664
41,1522
42,578
42,1998
42,817
42,2054
42,1896
42,243
42,2291
42,2210
42,1585
42,1961
42,1637
42,1975
42,914
42,1962
42,2258
42,346
42,1055
43,1113
43,1223
43,1928
43,223
43,620
43,1707
43,306
43,604
43,739
43,1839
43,2112
43,1346
43,1068
43,1596
43,150
43,695
43,1416
43,1761
43,1739
43,819
44,1851
44,1441
44,1391
44,1035
44,1006
44,1591
44,1699
44,1921
44,823
45,1307
45,1615
45,1038
45,802
45,1592
45,1176
45,302
45,91
45,696
45,1262
45,1612
45,1995
45,81
45,334
45,1752
46,738
46,2067
46,1553
46,557
46,309
46,1065
46,2071
46,1802
46,735
46,41
46,407
46,1154
46,589
46,911
47,1032
47,1803
47,1792
47,1174
47,437
47,1649
47,2221
47,1481
47,980
47,186
47,2095
47,1496
47,1265
47,211
47,160
47,376
47,610
47,547
48,428
48,1579
48,2087
48,2051
48,986
48,637
48,118
48,588
49,2046
49,418
49,1258
49,351
49,1143
49,126
49,2181
49,2009
49,2025
49,361
49,576
49,2004
49,1697
50,1934
50,285
50,2076
50,276
50,2016
50,918
50,2202
50,519
50,264
50,1003
51,711
51,314
51,1360
51,2057
51,28
52,1165
52,523
52,1437
52,1527
52,434
52,760
52,1806
52,1789
52,2050
53,1114
53,1835
53,1958
53,706
53,1532
53,452
53,126
53,388
53,1307
53,1665
53,743
53,1059
53,2180
53,1857
53,272
53,363
53,1763
54,874
54,1281
54,950
54,1518
54,202
54,116
54,1884
54,575
54,1676
54,3
54,2127
54,675
54,1457
54,2093
54,1582
54,1860
54,724
54,1736
55,459
55,1083
55,296
55,797
55,1993
55,1954
55,251
55,1193
55,542
56,2112
56,1614
56,881
56,1780
56,692
56,1106
56,1591
56,1704
56,1493
56,133
56,980
56,1644
56,565
56,246
57,2107
57,1650
57,530
57,535
57,23
57,2197
57,495
57,1118
57,1694
57,16
57,1728
58,783
58,2001
58,1059
58,1814
58,2067
58,64
58,1886
58,1367
58,2095
58,2071
58,736
58,332
58,1033
58,1539
58,1154
58,341
58,72
59,228
59,876
59,996
59,1953
59,425
59,1934
59,421
59,2005
59,843
59,1946
59,2182
59,2283
60,454
60,469
60,753
60,1213
60,1357
61,1480
61,94
61,26
61,1324
61,461
62,1604
62,339
62,2265
62,1747
62,1858
62,1643
62,1620
62,75
62,31
62,1070
62,2249
62,1367
62,788
62,2061
63,2059
63,973
63,2204
63,1940
63,722
63,816
63,38
63,61
63,1676
63,1513
63,1934
63,30
64,1306
64,1026
64,26
64,1876
64,2060
65,996
65,1693
65,321
65,1154
65,39
65,2173
65,45
65,1669
65,2254
65,1430
66,1317
66,1416
66,2052
66,537
66,1130
67,1607
67,1471
67,2024
67,2042
67,600
67,292
67,360
68,333
68,1549
68,1915
68,2052
68,303
68,934
68,807
68,2264
69,752
69,1011
69,1877
69,1719
69,713
69,1081
69,799
69,754
69,250
69,278
69,1689
69,2106
69,2209
70,193
70,1163
70,1480
70,855
70,88
70,1714
70,1505
70,1710
70,1455
70,1119
70,1311
71,49
71,1339
71,1566
71,200
71,1073
71,920
71,2297
71,2105
72,334
72,1128
72,1257
72,1260
72,651
72,1548
72,1065
72,1486
72,1978
72,1457
72,731
72,2010
72,1921
72,487
72,1962
72,55
72,332
72,152
72,419
72,966
73,1094
73,1473
73,477
73,2155
73,874
73,1606
73,2167
73,1597
73,1583
73,1269
73,1433
74,2266
74,2090
74,1238
74,2006
74,2290
74,2210
74,1628
74,2278
74,791
74,1581
74,780
74,1676
74,186
74,417
75,326
75,1733
75,661
75,1869
75,2107
75,468
75,1980
75,1345
75,2217
75,540
75,2236
75,1151
75,527
75,1188
75,971
75,1801
75,1229
76,1020
76,1372
76,1950
76,263
76,1090
76,813
77,191
77,1037
77,625
77,784
77,252
77,1042
77,1694
77,1210
77,1329
77,1007
77,197
77,1459
77,2056
77,199
77,965
77,1362
77,445
78,776
78,532
78,1602
78,705
78,963
78,1137
78,1690
78,1958
78,1480
78,866
78,1120
78,714
78,2054
78,147
79,817
79,518
79,2135
79,1882
79,1587
79,1799
79,175
79,1834
79,1700
79,2046
79,1712
79,1039
79,1333
79,2012
79,1852
79,2279
79,2229
79,1694
79,761
80,2266
80,1771
80,950
80,1612
80,683
80,701
80,858
80,2051
80,2058
80,1845
80,1335
80,1664
80,1617
80,1102
80,237
80,602
80,1232
80,1403
80,639
81,1155
81,1209
81,134
81,833
81,236
81,204
81,1199
81,461
81,1755
81,23
81,911
81,1816
81,267
81,1794
81,953
82,845
82,372
82,1444
82,2040
82,1936
83,786
83,73
83,205
83,404
83,1116
83,2019
83,1221
83,232
83,1868
83,369
83,1595
83,984
83,977
83,2177
83,1418
84,2190
84,1712
84,2232
84,1345
84,782
85,115
85,995
85,67
85,298
85,1988
85,1913
85,1330
85,296
85,457
85,807
85,698
85,1894
85,714
85,1754
85,1511
86,1530
86,750
86,134
86,289
86,1215
86,1450
86,246
86,787
86,1205
87,262
87,1069
87,26
87,433
87,2136
87,1187
87,1576
87,1156
88,586
88,1299
88,955
88,922
88,1161
88,1466
88,1701
89,1998
89,1439
89,171
89,1510
89,748
89,1660
89,2287
89,1551
90,5
90,1082
90,634
90,1650
90,906
90,2048
90,2237
90,1960
90,1318
90,2282
91,1875
91,922
91,1936
91,1109
91,2134
91,1815
91,908
91,1316
91,1765
91,1302
92,1203
92,1319
92,1898
92,2108
92,1701
92,1245
92,592
93,2111
93,26
93,2120
93,1556
93,2102
93,146
93,789
93,2030
94,1981
94,307
94,1574
94,1947
94,1799
94,1717
94,252
94,1652
94,351
94,2035
94,1420
94,593
94,306
94,1844
94,531
94,2223
94,1370
94,1246
94,1593
95,97
95,1080
95,467
95,1224
95,836
95,2032
95,862
95,643
95,286
95,214
95,986
95,1312
95,1211
95,2116
96,1562
96,1849
96,2296
96,1644
96,1465
97,1455
97,1479
97,782
97,2272
97,1107
97,1622
97,396
97,1930
97,182
97,779
97,1217
97,2289
98,995
98,715
98,916
98,665
98,457
99,1150
99,419
99,345
99,472
99,1635
99,884
99,1755
99,266
99,1235
99,726
99,1682
99,2033
99,2114
100,1959
100,1773
100,214
100,148
100,2079
100,359
100,2059
100,2238
100,23
100,1778
100,1901
100,684
100,2072
100,841
100,1128
100,91
100,637
100,889
100,2154
101,357
101,2159
101,1767
101,598
101,816
101,1785
101,1042
101,612
101,1028
101,185
101,1845
101,1267
101,1295
101,876
101,1417
102,420
102,892
102,1625
102,1059
102,775
102,100
102,1955
102,941
102,1316
102,1092
102,1288
102,337
102,1862
102,1513
102,339
102,1734
102,1341
102,1803
103,2051
103,153
103,141
103,1426
103,850
103,562
103,392
104,2205
104,463
104,1809
104,1899
104,1203
104,938
104,1764
104,691
104,2105
104,733
104,633
104,378
104,1990
104,830
104,457
104,2044
104,31
105,203
105,2206
105,510
105,340
105,1508
106,330
106,1319
106,350
106,558
106,1439
106,1644
106,160
106,2278
106,1346
107,36
107,2182
107,2041
107,1606
107,236
107,744
107,2123
107,222
107,874
107,1572
107,747
107,383
107,30
107,629
107,849
108,2133
108,2124
108,134
108,1394
108,347
108,816
108,1950
108,1732
108,1519
108,273
108,352
108,390
108,615
108,115
108,806
108,1106
108,215
108,1396
109,934
109,1741
109,443
109,1552
109,1690
109,1131
109,1169
109,1179
109,1745
110,757
110,2089
110,454
110,2063
110,1234
110,984
110,1149
110,2054
110,154
110,786
110,1412
110,1176
110,1078
110,1772
110,806
110,1957
111,137
111,779
111,571
111,2095
111,1142
111,1873
111,1503
111,721
112,804
112,1919
112,461
112,498
112,2037
112,1025
112,1137
112,1279
112,700
112,1907
112,1476
112,590
112,1047
112,2107
112,1820
112,1527
112,2059
112,2018
112,1390
113,643
113,1939
113,2178
113,2132
113,534
113,1524
113,1701
113,1667
113,262
113,2128
113,461
114,245
114,1517
114,2134
114,1889
114,860
114,1620
114,2100
114,900
114,118
114,1409
115,1160
115,1352
115,2212
115,1577
115,547
115,380
115,1503
115,1233
115,1796
115,452
115,61
115,274
116,315
116,1095
116,2190
116,1591
116,416
116,869
116,1192
116,268
116,634
116,2215
117,1935
117,2260
117,1670
117,1643
117,1554
117,1619
117,577
117,915
117,610
117,138
117,1733
117,4
117,269
118,839
118,999
118,2008
118,1573
118,1682
118,1761
118,1083
118,1902
118,1492
118,1382
119,538
119,2041
119,533
119,209
119,1512
119,105
119,1798
120,1073
120,1589
120,2106
120,44
120,693
120,1326
120,1368
120,1424
120,2286
120,1839
120,762
121,804
121,1181
121,1255
121,515
121,1334
121,58
121,1159
121,1762
121,1806
121,723
122,657
122,294
122,1206
122,21
122,2216
122,1456
123,657
123,1374
123,188
123,770
123,545
123,372
123,2150
124,129
124,578
124,1212
124,1176
124,2069
124,1755
124,266
125,855
125,2145
125,1778
125,475
125,660
125,1637
126,1311
126,178
126,1398
126,1181
126,864
126,348
127,2017
127,2161
127,1256
127,688
127,2249
127,165
127,520
127,1382
128,142
128,1531
128,994
128,954
128,601
128,2242
128,1189
128,2068
128,1239
128,1023
128,1289
128,1400
128,548
128,1250
128,285
128,1423
128,2293
128,937
128,56
129,1658
129,2181
129,387
129,2114
129,1330
129,844
129,996
129,440
129,1397
129,924
129,1253
129,55
129,639
129,1056
129,1623
129,1915
130,1344
130,1988
130,2165
130,1171
130,2144
130,325
130,2126
130,814
130,235
130,419
130,1239
130,2243
130,935
130,1549
130,1808
130,2187
130,1139
130,558
130,1419
131,1352
131,62
131,675
131,2277
131,354
131,677
131,379
131,2282
131,1097
131,887
132,1167
132,499
132,1193
132,1071
132,2288
132,1884
132,1835
132,2171
132,1445
132,962
132,1134
133,718
133,706
133,542
133,258
133,1092
133,373
133,1344
134,525
134,2110
134,197
134,629
134,1348
134,1326
134,413
134,2006
134,2198
134,1311
134,1809
134,2001
134,467
134,2285
134,1918
134,953
134,874
134,1191
134,279
134,916
135,738
135,422
135,772
135,1121
135,1127
135,988
135,2250
135,1164
135,1983
135,512
135,1863
135,485
135,2170
135,631
135,916
135,1162
135,220
136,479
136,811
136,1321
136,916
136,1744
136,368
136,1143
136,1271
136,214
136,784
136,2248
136,1872
136,1005
136,1593
136,2037
136,1663
136,1501
136,1423
136,1584
136,1907
137,1486
137,1447
137,698
137,1644
137,234
137,1063
137,2272
137,968
137,1834
137,219
137,1067
137,1723
137,450
137,1441
137,2013
138,44
138,1704
138,2287
138,395
138,133
138,247
138,213
138,530
139,1070
139,1378
139,1767
139,142
139,58
139,309
139,1942
139,1959
139,2032
139,1328
139,1852
139,568
139,449
139,380
139,1738
139,281
139,2181
140,351
140,437
140,203
140,1939
140,920
140,571
140,1036
140,975
140,1286
140,707
140,277
140,1477
141,1388
141,1156
141,1602
141,987
141,1158
141,1479
141,358
141,1038
141,463
141,1403
141,217
141,1703
141,1635
141,2103
141,646
141,2257
141,1722
142,409
142,1545
142,2272
142,548
142,2187
142,1810
142,1671
143,1994
143,1744
143,1793
143,1779
143,1522
143,852
144,752
144,763
144,2235
144,1083
144,1140
144,721
144,495
144,39
144,2113
144,1577
145,1021
145,1370
145,1355
145,1050
145,2291
145,1625
145,1264
146,351
146,1663
146,1508
146,324
146,484
146,1131
146,1459
146,2051
146,924
146,1153
146,873
146,650
146,678
146,1183
146,1442
147,546
147,941
147,1628
147,1701
147,2118
147,1285
147,235
147,501
147,1745
147,1225
147,1777
147,473
147,2295
147,1772
147,1796
147,950
147,157
147,1026
147,192
147,578
148,1911
148,1618
148,119
148,1905
148,671
148,793
148,2109
148,22
148,604
148,642
148,1520
148,1167
148,1503
148,1387
149,1131
149,1561
149,269
149,2094
149,1433
149,1225
149,732
149,2223
149,49
149,1291
149,1400
149,2079
149,1126
149,301
149,399
149,1713
150,1353
150,386
150,664
150,1212
150,1569
150,2149
150,544
150,596
150,379
151,1475
151,625
151,1209
151,881
151,1207
151,1177
151,1841
151,415
151,310
151,15
152,2136
152,429
152,2172
152,2160
152,1665
152,499
152,653
152,989
152,2149
152,1043
152,896
152,1252
152,1176
152,1481
152,160
152,479
152,1182
152,1469
152,639
152,797
153,449
153,2081
153,710
153,2029
153,1434
153,1535
153,1431
153,2141
153,97
153,1495
153,2131
153,3
153,1671
153,1937
153,675
